ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Faturamento,Status_Entrega,Mes
1211,2026-02-12 05:00:00,Teclado Mecânico,Acessórios,509.26,5,130,Fortaleza,CE,2546.3,Normal,2026-02
1212,2026-02-12 15:00:00,Cadeira Gamer,Móveis,1200.0,5,108,Salvador,BA,6000.0,Normal,2026-02
1213,2026-02-12 02:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,103,Fortaleza,CE,14000.0,Normal,2026-02
1214,2026-02-12 23:00:00,SSD 1TB,Hardware,600.0,3,106,Porto Alegre,RS,1800.0,Normal,2026-02
1215,2026-02-13 01:00:00,Headset 7.1,Acessórios,800.0,5,109,Salvador,BA,4000.0,Normal,2026-02
1216,2026-02-13 05:00:00,Laptop Gamer,Eletrônicos,7500.0,3,120,Salvador,BA,22500.0,Normal,2026-02
1217,2026-02-13 10:00:00,Cadeira Gamer,Móveis,1200.0,6,147,Fortaleza,CE,7200.0,Normal,2026-02
1218,2026-02-13 07:00:00,Teclado Mecânico,Acessórios,524.66,3,139,Fortaleza,CE,1573.98,Normal,2026-02
1219,2026-02-13 16:00:00,Placa de Vídeo,Hardware,4500.0,4,116,Porto Alegre,RS,18000.0,Normal,2026-02
1220,2026-02-14 13:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,111,Rio de Janeiro,RJ,14000.0,Rápida,2026-02
1221,2026-02-14 07:00:00,Teclado Mecânico,Acessórios,536.77,2,121,Porto Alegre,RS,1073.54,Normal,2026-02
1222,2026-02-14 18:00:00,Laptop Gamer,Eletrônicos,7500.0,6,143,Rio de Janeiro,RJ,45000.0,Rápida,2026-02
1223,2026-02-14 11:00:00,Teclado Mecânico,Acessórios,495.98,4,144,Curitiba,PR,1983.92,Normal,2026-02
1224,2026-02-14 10:00:00,Laptop Gamer,Eletrônicos,7500.0,6,142,Fortaleza,CE,45000.0,Normal,2026-02
1225,2026-02-15 18:00:00,Placa de Vídeo,Hardware,4500.0,2,149,Curitiba,PR,9000.0,Normal,2026-02
1226,2026-02-15 20:00:00,Laptop Gamer,Eletrônicos,7500.0,5,122,Salvador,BA,37500.0,Normal,2026-02
1227,2026-02-15 10:00:00,Teclado Mecânico,Acessórios,542.95,6,146,Fortaleza,CE,3257.7000000000003,Normal,2026-02
1228,2026-02-15 09:00:00,Laptop Gamer,Eletrônicos,7500.0,3,123,Porto Alegre,RS,22500.0,Normal,2026-02
1229,2026-02-15 20:00:00,Teclado Mecânico,Acessórios,548.0,6,147,Fortaleza,CE,3288.0,Normal,2026-02
1230,2026-02-16 02:00:00,Cadeira Gamer,Móveis,1200.0,4,112,Salvador,BA,4800.0,Normal,2026-02
1231,2026-02-16 12:00:00,Headset 7.1,Acessórios,800.0,2,117,Fortaleza,CE,1600.0,Normal,2026-02
1232,2026-02-16 07:00:00,Teclado Mecânico,Acessórios,495.46,7,131,Curitiba,PR,3468.22,Normal,2026-02
1233,2026-02-16 20:00:00,Laptop Gamer,Eletrônicos,7500.0,3,104,Curitiba,PR,22500.0,Normal,2026-02
1234,2026-02-16 01:00:00,Teclado Mecânico,Acessórios,519.58,7,120,Curitiba,PR,3637.0600000000004,Normal,2026-02
1235,2026-02-17 14:00:00,Cadeira Gamer,Móveis,1200.0,1,101,Rio de Janeiro,RJ,1200.0,Rápida,2026-02
1236,2026-02-17 18:00:00,Teclado Mecânico,Acessórios,542.98,7,129,São Paulo,SP,3800.86,Rápida,2026-02
1237,2026-02-17 19:00:00,Mouse Vertical,Acessórios,228.37,1,111,São Paulo,SP,228.37,Rápida,2026-02
1238,2026-02-17 08:00:00,Cadeira Gamer,Móveis,1200.0,7,105,Curitiba,PR,8400.0,Normal,2026-02
1239,2026-02-17 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,129,Rio de Janeiro,RJ,8400.0,Rápida,2026-02
1240,2026-02-18 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,100,São Paulo,SP,16800.0,Rápida,2026-02
1241,2026-02-18 16:00:00,Placa de Vídeo,Hardware,4500.0,5,106,Porto Alegre,RS,22500.0,Normal,2026-02
1242,2026-02-18 10:00:00,Headset 7.1,Acessórios,800.0,4,133,Porto Alegre,RS,3200.0,Normal,2026-02
1243,2026-02-18 21:00:00,Mouse Vertical,Acessórios,245.86,6,114,Rio de Janeiro,RJ,1475.16,Rápida,2026-02
1244,2026-02-18 18:00:00,Placa de Vídeo,Hardware,4500.0,6,120,Fortaleza,CE,27000.0,Normal,2026-02
1245,2026-02-19 00:00:00,Laptop Gamer,Eletrônicos,7500.0,6,108,Rio de Janeiro,RJ,45000.0,Rápida,2026-02
1246,2026-02-19 22:00:00,Mouse Vertical,Acessórios,232.44,2,137,Rio de Janeiro,RJ,464.88,Rápida,2026-02
1247,2026-02-19 10:00:00,Mouse Vertical,Acessórios,226.81,5,116,Curitiba,PR,1134.05,Normal,2026-02
1248,2026-02-19 13:00:00,Mouse Vertical,Acessórios,227.33,3,113,Salvador,BA,681.99,Normal,2026-02
1249,2026-02-19 08:00:00,Teclado Mecânico,Acessórios,544.08,2,112,Rio de Janeiro,RJ,1088.16,Rápida,2026-02
1250,2026-02-20 05:00:00,Laptop Gamer,Eletrônicos,7500.0,5,128,Rio de Janeiro,RJ,37500.0,Rápida,2026-02
1251,2026-02-20 00:00:00,Teclado Mecânico,Acessórios,546.12,5,135,Belo Horizonte,MG,2730.6,Rápida,2026-02
1252,2026-02-20 21:00:00,Placa de Vídeo,Hardware,4500.0,6,100,Rio de Janeiro,RJ,27000.0,Rápida,2026-02
1253,2026-02-20 07:00:00,Placa de Vídeo,Hardware,4500.0,4,100,Curitiba,PR,18000.0,Normal,2026-02
1254,2026-02-20 12:00:00,SSD 1TB,Hardware,600.0,7,103,Curitiba,PR,4200.0,Normal,2026-02
1255,2026-02-21 10:00:00,Cadeira Gamer,Móveis,1200.0,3,100,Porto Alegre,RS,3600.0,Normal,2026-02
1256,2026-02-21 12:00:00,Cadeira Gamer,Móveis,1200.0,1,105,Curitiba,PR,1200.0,Normal,2026-02
1257,2026-02-21 15:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,104,Salvador,BA,19600.0,Normal,2026-02
1258,2026-02-21 07:00:00,Headset 7.1,Acessórios,800.0,7,145,Salvador,BA,5600.0,Normal,2026-02
1259,2026-02-21 19:00:00,Laptop Gamer,Eletrônicos,7500.0,4,124,Porto Alegre,RS,30000.0,Normal,2026-02
1260,2026-02-22 05:00:00,SSD 1TB,Hardware,600.0,2,146,Porto Alegre,RS,1200.0,Normal,2026-02
1261,2026-02-22 23:00:00,Cadeira Gamer,Móveis,1200.0,6,109,Salvador,BA,7200.0,Normal,2026-02
1262,2026-02-22 20:00:00,Cadeira Gamer,Móveis,1200.0,2,127,Belo Horizonte,MG,2400.0,Rápida,2026-02
1263,2026-02-22 01:00:00,Headset 7.1,Acessórios,800.0,7,131,Porto Alegre,RS,5600.0,Normal,2026-02
1264,2026-02-22 01:00:00,SSD 1TB,Hardware,600.0,2,113,Belo Horizonte,MG,1200.0,Rápida,2026-02
1265,2026-02-23 15:00:00,Placa de Vídeo,Hardware,4500.0,6,144,Rio de Janeiro,RJ,27000.0,Rápida,2026-02
1266,2026-02-23 15:00:00,SSD 1TB,Hardware,600.0,1,141,Salvador,BA,600.0,Normal,2026-02
1267,2026-02-23 20:00:00,Placa de Vídeo,Hardware,4500.0,7,107,Curitiba,PR,31500.0,Normal,2026-02
1268,2026-02-23 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,112,Curitiba,PR,14000.0,Normal,2026-02
1269,2026-02-23 02:00:00,SSD 1TB,Hardware,600.0,5,131,Fortaleza,CE,3000.0,Normal,2026-02
1270,2026-02-24 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,116,São Paulo,SP,14000.0,Rápida,2026-02
1271,2026-02-24 05:00:00,Cadeira Gamer,Móveis,1200.0,1,120,Salvador,BA,1200.0,Normal,2026-02
1272,2026-02-24 02:00:00,Cadeira Gamer,Móveis,1200.0,2,124,Curitiba,PR,2400.0,Normal,2026-02
1273,2026-02-24 18:00:00,Placa de Vídeo,Hardware,4500.0,5,118,Curitiba,PR,22500.0,Normal,2026-02
1274,2026-02-24 05:00:00,Laptop Gamer,Eletrônicos,7500.0,7,123,Rio de Janeiro,RJ,52500.0,Rápida,2026-02
1275,2026-02-25 20:00:00,Headset 7.1,Acessórios,800.0,2,122,Fortaleza,CE,1600.0,Normal,2026-02
1276,2026-02-25 18:00:00,Laptop Gamer,Eletrônicos,7500.0,2,130,Belo Horizonte,MG,15000.0,Rápida,2026-02
1277,2026-02-25 13:00:00,Cadeira Gamer,Móveis,1200.0,7,112,Curitiba,PR,8400.0,Normal,2026-02
1278,2026-02-25 04:00:00,Headset 7.1,Acessórios,800.0,2,116,Rio de Janeiro,RJ,1600.0,Rápida,2026-02
1279,2026-02-25 12:00:00,Teclado Mecânico,Acessórios,524.79,4,148,Belo Horizonte,MG,2099.16,Rápida,2026-02
1280,2026-02-26 16:00:00,Mouse Vertical,Acessórios,238.32,4,107,São Paulo,SP,953.28,Rápida,2026-02
1281,2026-02-26 00:00:00,Mouse Vertical,Acessórios,236.36,2,124,Belo Horizonte,MG,472.72,Rápida,2026-02
1282,2026-02-26 00:00:00,Headset 7.1,Acessórios,800.0,7,130,Porto Alegre,RS,5600.0,Normal,2026-02
1283,2026-02-26 17:00:00,Headset 7.1,Acessórios,800.0,2,119,Salvador,BA,1600.0,Normal,2026-02
1284,2026-02-26 08:00:00,Cadeira Gamer,Móveis,1200.0,1,120,Curitiba,PR,1200.0,Normal,2026-02
1285,2026-02-27 21:00:00,Laptop Gamer,Eletrônicos,7500.0,4,114,Salvador,BA,30000.0,Normal,2026-02
1286,2026-02-27 20:00:00,Cadeira Gamer,Móveis,1200.0,1,139,São Paulo,SP,1200.0,Rápida,2026-02
1287,2026-02-27 18:00:00,SSD 1TB,Hardware,600.0,6,126,Fortaleza,CE,3600.0,Normal,2026-02
1288,2026-02-27 07:00:00,Laptop Gamer,Eletrônicos,7500.0,7,118,Porto Alegre,RS,52500.0,Normal,2026-02
1289,2026-02-27 18:00:00,Teclado Mecânico,Acessórios,542.56,2,119,Porto Alegre,RS,1085.12,Normal,2026-02
1290,2026-02-28 14:00:00,Laptop Gamer,Eletrônicos,7500.0,6,102,São Paulo,SP,45000.0,Rápida,2026-02
1291,2026-02-28 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,137,Belo Horizonte,MG,5600.0,Rápida,2026-02
1292,2026-02-28 23:00:00,Placa de Vídeo,Hardware,4500.0,3,146,Porto Alegre,RS,13500.0,Normal,2026-02
1293,2026-02-28 01:00:00,Mouse Vertical,Acessórios,228.71,6,146,Rio de Janeiro,RJ,1372.26,Rápida,2026-02
1294,2026-02-28 06:00:00,Placa de Vídeo,Hardware,4500.0,3,108,Salvador,BA,13500.0,Normal,2026-02
1295,2026-03-01 04:00:00,Teclado Mecânico,Acessórios,501.12,6,149,Belo Horizonte,MG,3006.7200000000003,Rápida,2026-03
1296,2026-03-01 05:00:00,Placa de Vídeo,Hardware,4500.0,3,109,Curitiba,PR,13500.0,Normal,2026-03
1297,2026-03-01 19:00:00,Mouse Vertical,Acessórios,227.18,7,100,Belo Horizonte,MG,1590.26,Rápida,2026-03
1298,2026-03-01 02:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,137,Curitiba,PR,5600.0,Normal,2026-03
1299,2026-03-01 00:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,122,Porto Alegre,RS,5600.0,Normal,2026-03
1300,2026-03-02 16:00:00,Cadeira Gamer,Móveis,1200.0,4,116,Belo Horizonte,MG,4800.0,Rápida,2026-03
1301,2026-03-02 08:00:00,Teclado Mecânico,Acessórios,517.27,3,143,Porto Alegre,RS,1551.81,Normal,2026-03
1302,2026-03-02 08:00:00,Mouse Vertical,Acessórios,238.65,6,136,São Paulo,SP,1431.9,Rápida,2026-03
1303,2026-03-02 11:00:00,Laptop Gamer,Eletrônicos,7500.0,1,116,Fortaleza,CE,7500.0,Normal,2026-03
1304,2026-03-02 17:00:00,Mouse Vertical,Acessórios,241.17,6,147,Porto Alegre,RS,1447.02,Normal,2026-03
1305,2026-03-03 23:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,106,Rio de Janeiro,RJ,14000.0,Rápida,2026-03
1306,2026-03-03 01:00:00,Mouse Vertical,Acessórios,243.53,1,148,Belo Horizonte,MG,243.53,Rápida,2026-03
1307,2026-03-03 09:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,126,Curitiba,PR,16800.0,Normal,2026-03
1308,2026-03-03 06:00:00,Placa de Vídeo,Hardware,4500.0,5,106,Belo Horizonte,MG,22500.0,Rápida,2026-03
1309,2026-03-03 03:00:00,Teclado Mecânico,Acessórios,498.06,2,100,Salvador,BA,996.12,Normal,2026-03
1310,2026-03-04 07:00:00,Headset 7.1,Acessórios,800.0,7,129,Rio de Janeiro,RJ,5600.0,Rápida,2026-03
1311,2026-03-04 12:00:00,Cadeira Gamer,Móveis,1200.0,7,121,Porto Alegre,RS,8400.0,Normal,2026-03
1312,2026-03-04 01:00:00,Laptop Gamer,Eletrônicos,7500.0,6,146,Salvador,BA,45000.0,Normal,2026-03
1313,2026-03-04 12:00:00,Headset 7.1,Acessórios,800.0,4,142,Fortaleza,CE,3200.0,Normal,2026-03
1314,2026-03-04 18:00:00,Placa de Vídeo,Hardware,4500.0,4,130,São Paulo,SP,18000.0,Rápida,2026-03
1315,2026-03-05 01:00:00,Laptop Gamer,Eletrônicos,7500.0,5,139,Rio de Janeiro,RJ,37500.0,Rápida,2026-03
1316,2026-03-05 13:00:00,Headset 7.1,Acessórios,800.0,7,126,Belo Horizonte,MG,5600.0,Rápida,2026-03
1317,2026-03-05 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,126,Rio de Janeiro,RJ,8400.0,Rápida,2026-03
1318,2026-03-05 03:00:00,Placa de Vídeo,Hardware,4500.0,6,148,Fortaleza,CE,27000.0,Normal,2026-03
1319,2026-03-05 12:00:00,Placa de Vídeo,Hardware,4500.0,6,101,Belo Horizonte,MG,27000.0,Rápida,2026-03
1320,2026-03-06 18:00:00,Headset 7.1,Acessórios,800.0,3,120,Belo Horizonte,MG,2400.0,Rápida,2026-03
1321,2026-03-06 08:00:00,Laptop Gamer,Eletrônicos,7500.0,2,100,Salvador,BA,15000.0,Normal,2026-03
1322,2026-03-06 19:00:00,Teclado Mecânico,Acessórios,524.97,2,128,São Paulo,SP,1049.94,Rápida,2026-03
1323,2026-03-06 13:00:00,Headset 7.1,Acessórios,800.0,4,145,Fortaleza,CE,3200.0,Normal,2026-03
1324,2026-03-06 19:00:00,SSD 1TB,Hardware,600.0,1,124,Porto Alegre,RS,600.0,Normal,2026-03
1325,2026-03-07 09:00:00,SSD 1TB,Hardware,600.0,6,112,Fortaleza,CE,3600.0,Normal,2026-03
1326,2026-03-07 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,117,Fortaleza,CE,11200.0,Normal,2026-03
1327,2026-03-07 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,102,Curitiba,PR,19600.0,Normal,2026-03
1328,2026-03-07 15:00:00,Cadeira Gamer,Móveis,1200.0,5,113,Rio de Janeiro,RJ,6000.0,Rápida,2026-03
1329,2026-03-07 13:00:00,Placa de Vídeo,Hardware,4500.0,6,106,Belo Horizonte,MG,27000.0,Rápida,2026-03
1330,2026-03-08 05:00:00,Mouse Vertical,Acessórios,238.36,3,128,Rio de Janeiro,RJ,715.08,Rápida,2026-03
1331,2026-03-08 18:00:00,Headset 7.1,Acessórios,800.0,3,107,Belo Horizonte,MG,2400.0,Rápida,2026-03
1332,2026-03-08 13:00:00,Headset 7.1,Acessórios,800.0,3,102,São Paulo,SP,2400.0,Rápida,2026-03
1333,2026-03-08 13:00:00,Mouse Vertical,Acessórios,238.02,1,116,Porto Alegre,RS,238.02,Normal,2026-03
1334,2026-03-08 13:00:00,Cadeira Gamer,Móveis,1200.0,5,133,Curitiba,PR,6000.0,Normal,2026-03
1335,2026-03-09 02:00:00,Mouse Vertical,Acessórios,233.52,2,132,Porto Alegre,RS,467.04,Normal,2026-03
1336,2026-03-09 08:00:00,Mouse Vertical,Acessórios,235.94,3,139,Rio de Janeiro,RJ,707.8199999999999,Rápida,2026-03
1337,2026-03-09 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,114,São Paulo,SP,8400.0,Rápida,2026-03
1338,2026-03-09 08:00:00,SSD 1TB,Hardware,600.0,4,104,Rio de Janeiro,RJ,2400.0,Rápida,2026-03
1339,2026-03-09 17:00:00,Headset 7.1,Acessórios,800.0,5,114,Rio de Janeiro,RJ,4000.0,Rápida,2026-03
1340,2026-03-10 11:00:00,Cadeira Gamer,Móveis,1200.0,3,116,Porto Alegre,RS,3600.0,Normal,2026-03
1341,2026-03-10 07:00:00,Mouse Vertical,Acessórios,231.41,7,112,Salvador,BA,1619.87,Normal,2026-03
1342,2026-03-10 11:00:00,Placa de Vídeo,Hardware,4500.0,7,144,Fortaleza,CE,31500.0,Normal,2026-03
1343,2026-03-10 18:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,145,Salvador,BA,2800.0,Normal,2026-03
1344,2026-03-10 11:00:00,Headset 7.1,Acessórios,800.0,2,111,Fortaleza,CE,1600.0,Normal,2026-03
1345,2026-03-11 23:00:00,Placa de Vídeo,Hardware,4500.0,7,138,Curitiba,PR,31500.0,Normal,2026-03
1346,2026-03-11 03:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,113,Belo Horizonte,MG,2800.0,Rápida,2026-03
1347,2026-03-11 05:00:00,Laptop Gamer,Eletrônicos,7500.0,7,133,Belo Horizonte,MG,52500.0,Rápida,2026-03
1348,2026-03-11 15:00:00,SSD 1TB,Hardware,600.0,4,128,São Paulo,SP,2400.0,Rápida,2026-03
1349,2026-03-11 18:00:00,Mouse Vertical,Acessórios,228.49,1,107,São Paulo,SP,228.49,Rápida,2026-03
1350,2026-03-12 13:00:00,Placa de Vídeo,Hardware,4500.0,5,125,Porto Alegre,RS,22500.0,Normal,2026-03
1351,2026-03-12 21:00:00,Headset 7.1,Acessórios,800.0,7,148,Salvador,BA,5600.0,Normal,2026-03
1352,2026-03-12 01:00:00,Headset 7.1,Acessórios,800.0,2,116,Belo Horizonte,MG,1600.0,Rápida,2026-03
1353,2026-03-12 06:00:00,Teclado Mecânico,Acessórios,502.28,7,115,Belo Horizonte,MG,3515.96,Rápida,2026-03
1354,2026-03-12 16:00:00,Headset 7.1,Acessórios,800.0,5,103,Rio de Janeiro,RJ,4000.0,Rápida,2026-03
1355,2026-03-13 09:00:00,Teclado Mecânico,Acessórios,517.95,5,131,Porto Alegre,RS,2589.75,Normal,2026-03
1356,2026-03-13 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,112,Salvador,BA,16800.0,Normal,2026-03
1357,2026-03-13 20:00:00,Mouse Vertical,Acessórios,231.6,6,115,Curitiba,PR,1389.6,Normal,2026-03
1358,2026-03-13 18:00:00,SSD 1TB,Hardware,600.0,2,143,Curitiba,PR,1200.0,Normal,2026-03
1359,2026-03-13 11:00:00,Headset 7.1,Acessórios,800.0,1,130,Salvador,BA,800.0,Normal,2026-03
1360,2026-03-14 00:00:00,Placa de Vídeo,Hardware,4500.0,1,137,Curitiba,PR,4500.0,Normal,2026-03
1361,2026-03-14 23:00:00,Mouse Vertical,Acessórios,227.55,6,110,São Paulo,SP,1365.3000000000002,Rápida,2026-03
1362,2026-03-14 15:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,133,Belo Horizonte,MG,8400.0,Rápida,2026-03
1363,2026-03-14 17:00:00,Mouse Vertical,Acessórios,239.63,7,122,Rio de Janeiro,RJ,1677.4099999999999,Rápida,2026-03
1364,2026-03-14 07:00:00,Placa de Vídeo,Hardware,4500.0,3,148,Salvador,BA,13500.0,Normal,2026-03
1365,2026-03-15 10:00:00,Laptop Gamer,Eletrônicos,7500.0,5,114,Fortaleza,CE,37500.0,Normal,2026-03
1366,2026-03-15 17:00:00,Placa de Vídeo,Hardware,4500.0,4,124,Porto Alegre,RS,18000.0,Normal,2026-03
1367,2026-03-15 07:00:00,Laptop Gamer,Eletrônicos,7500.0,3,116,Curitiba,PR,22500.0,Normal,2026-03
1368,2026-03-15 19:00:00,SSD 1TB,Hardware,600.0,4,103,Rio de Janeiro,RJ,2400.0,Rápida,2026-03
1369,2026-03-15 05:00:00,Placa de Vídeo,Hardware,4500.0,2,107,Salvador,BA,9000.0,Normal,2026-03
1370,2026-03-16 07:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,134,Fortaleza,CE,14000.0,Normal,2026-03
1371,2026-03-16 14:00:00,Laptop Gamer,Eletrônicos,7500.0,4,147,Curitiba,PR,30000.0,Normal,2026-03
1372,2026-03-16 22:00:00,SSD 1TB,Hardware,600.0,3,103,Rio de Janeiro,RJ,1800.0,Rápida,2026-03
1373,2026-03-16 22:00:00,Mouse Vertical,Acessórios,234.53,3,142,Porto Alegre,RS,703.59,Normal,2026-03
1374,2026-03-16 21:00:00,Placa de Vídeo,Hardware,4500.0,1,127,Salvador,BA,4500.0,Normal,2026-03
1375,2026-03-17 14:00:00,SSD 1TB,Hardware,600.0,6,121,Rio de Janeiro,RJ,3600.0,Rápida,2026-03
1376,2026-03-17 05:00:00,SSD 1TB,Hardware,600.0,6,107,Salvador,BA,3600.0,Normal,2026-03
1377,2026-03-17 17:00:00,Placa de Vídeo,Hardware,4500.0,6,126,Rio de Janeiro,RJ,27000.0,Rápida,2026-03
1378,2026-03-17 03:00:00,Laptop Gamer,Eletrônicos,7500.0,5,146,Rio de Janeiro,RJ,37500.0,Rápida,2026-03
1379,2026-03-17 02:00:00,Placa de Vídeo,Hardware,4500.0,1,149,Fortaleza,CE,4500.0,Normal,2026-03
1380,2026-03-18 18:00:00,Mouse Vertical,Acessórios,239.27,2,108,Curitiba,PR,478.54,Normal,2026-03
1381,2026-03-18 19:00:00,Cadeira Gamer,Móveis,1200.0,7,138,Curitiba,PR,8400.0,Normal,2026-03
1382,2026-03-18 19:00:00,SSD 1TB,Hardware,600.0,4,117,Belo Horizonte,MG,2400.0,Rápida,2026-03
1383,2026-03-18 14:00:00,Teclado Mecânico,Acessórios,526.66,6,105,Curitiba,PR,3159.96,Normal,2026-03
1384,2026-03-18 20:00:00,Cadeira Gamer,Móveis,1200.0,5,109,Rio de Janeiro,RJ,6000.0,Rápida,2026-03
1385,2026-03-19 12:00:00,Headset 7.1,Acessórios,800.0,4,114,Curitiba,PR,3200.0,Normal,2026-03
1386,2026-03-19 01:00:00,Placa de Vídeo,Hardware,4500.0,7,128,Rio de Janeiro,RJ,31500.0,Rápida,2026-03
1387,2026-03-19 18:00:00,SSD 1TB,Hardware,600.0,2,141,São Paulo,SP,1200.0,Rápida,2026-03
1388,2026-03-19 06:00:00,Laptop Gamer,Eletrônicos,7500.0,5,112,Rio de Janeiro,RJ,37500.0,Rápida,2026-03
1389,2026-03-19 18:00:00,Mouse Vertical,Acessórios,247.15,3,137,Belo Horizonte,MG,741.45,Rápida,2026-03
1390,2026-03-20 01:00:00,Cadeira Gamer,Móveis,1200.0,6,122,Belo Horizonte,MG,7200.0,Rápida,2026-03
1391,2026-03-20 20:00:00,Headset 7.1,Acessórios,800.0,1,108,Belo Horizonte,MG,800.0,Rápida,2026-03
1392,2026-03-20 01:00:00,Headset 7.1,Acessórios,800.0,4,146,Curitiba,PR,3200.0,Normal,2026-03
1393,2026-03-20 19:00:00,SSD 1TB,Hardware,600.0,2,109,Belo Horizonte,MG,1200.0,Rápida,2026-03
1394,2026-03-20 12:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,119,São Paulo,SP,16800.0,Rápida,2026-03
1395,2026-03-21 16:00:00,Cadeira Gamer,Móveis,1200.0,5,107,Rio de Janeiro,RJ,6000.0,Rápida,2026-03
1396,2026-03-21 14:00:00,SSD 1TB,Hardware,600.0,7,117,Fortaleza,CE,4200.0,Normal,2026-03
1397,2026-03-21 00:00:00,Teclado Mecânico,Acessórios,508.55,7,108,Porto Alegre,RS,3559.85,Normal,2026-03
1398,2026-03-21 13:00:00,Laptop Gamer,Eletrônicos,7500.0,5,124,Rio de Janeiro,RJ,37500.0,Rápida,2026-03
1399,2026-03-21 09:00:00,Placa de Vídeo,Hardware,4500.0,4,148,Curitiba,PR,18000.0,Normal,2026-03
1400,2026-03-22 20:00:00,Teclado Mecânico,Acessórios,522.81,6,110,Salvador,BA,3136.8599999999997,Normal,2026-03
1401,2026-03-22 23:00:00,Mouse Vertical,Acessórios,234.14,1,117,Fortaleza,CE,234.14,Normal,2026-03
1402,2026-03-22 03:00:00,Teclado Mecânico,Acessórios,545.59,4,113,Belo Horizonte,MG,2182.36,Rápida,2026-03
1403,2026-03-22 12:00:00,Teclado Mecânico,Acessórios,530.95,3,137,Belo Horizonte,MG,1592.8500000000001,Rápida,2026-03
1404,2026-03-22 10:00:00,SSD 1TB,Hardware,600.0,3,124,Curitiba,PR,1800.0,Normal,2026-03
1405,2026-03-23 11:00:00,Teclado Mecânico,Acessórios,520.06,5,139,Porto Alegre,RS,2600.2999999999997,Normal,2026-03
1406,2026-03-23 21:00:00,Cadeira Gamer,Móveis,1200.0,1,101,Belo Horizonte,MG,1200.0,Rápida,2026-03
1407,2026-03-23 18:00:00,Teclado Mecânico,Acessórios,523.86,1,102,Belo Horizonte,MG,523.86,Rápida,2026-03
1408,2026-03-23 17:00:00,Cadeira Gamer,Móveis,1200.0,6,141,Curitiba,PR,7200.0,Normal,2026-03
1409,2026-03-23 19:00:00,Mouse Vertical,Acessórios,245.77,1,120,Curitiba,PR,245.77,Normal,2026-03
1410,2026-03-24 19:00:00,Mouse Vertical,Acessórios,247.76,2,107,Curitiba,PR,495.52,Normal,2026-03
1411,2026-03-24 22:00:00,Teclado Mecânico,Acessórios,515.48,6,129,Salvador,BA,3092.88,Normal,2026-03
1412,2026-03-24 07:00:00,Cadeira Gamer,Móveis,1200.0,3,105,Rio de Janeiro,RJ,3600.0,Rápida,2026-03
1413,2026-03-24 16:00:00,SSD 1TB,Hardware,600.0,2,147,Belo Horizonte,MG,1200.0,Rápida,2026-03
1414,2026-03-24 10:00:00,Mouse Vertical,Acessórios,238.66,6,113,Curitiba,PR,1431.96,Normal,2026-03
1415,2026-03-25 02:00:00,Placa de Vídeo,Hardware,4500.0,7,122,Porto Alegre,RS,31500.0,Normal,2026-03
1416,2026-03-25 12:00:00,SSD 1TB,Hardware,600.0,4,105,Fortaleza,CE,2400.0,Normal,2026-03
1417,2026-03-25 04:00:00,Teclado Mecânico,Acessórios,530.67,3,122,Salvador,BA,1592.0099999999998,Normal,2026-03
1418,2026-03-25 02:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,126,Porto Alegre,RS,5600.0,Normal,2026-03
1419,2026-03-25 05:00:00,Headset 7.1,Acessórios,800.0,6,105,São Paulo,SP,4800.0,Rápida,2026-03
1420,2026-03-26 20:00:00,SSD 1TB,Hardware,600.0,3,102,Porto Alegre,RS,1800.0,Normal,2026-03
1421,2026-03-26 11:00:00,Teclado Mecânico,Acessórios,508.9,6,132,Curitiba,PR,3053.3999999999996,Normal,2026-03
1422,2026-03-26 17:00:00,SSD 1TB,Hardware,600.0,3,141,Belo Horizonte,MG,1800.0,Rápida,2026-03
1423,2026-03-26 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,108,Salvador,BA,2800.0,Normal,2026-03
